id,sentence,emotion,layer,confidence
714,It was a moment marked by afraid.,fear,1,0.95
716,Everyone noticed the compassionate in that moment.,compassion,3,1.0
717,It was a moment marked by acceptance.,inner_peace,3,0.95
718,A sudden feeling of social isolation filled their heart.,loneliness,2,0.95
719,There was a clear sense of afraid throughout the day.,fear,1,0.98
720,There was a clear sense of expressed regret throughout the day.,regret,2,0.95
721,It reflected a genuine feeling of social isolation.,loneliness,2,0.95
723,They experienced inner peace in a quiet moment.,inner_peace,3,0.95
724,It reflected a genuine feeling of sadness.,sadness,1,0.95
725,You could sense the frightened in their voice.,fear,1,0.95
726,Everyone noticed the public anger in that moment.,anger,1,0.95
727,You could sense the grateful in their voice.,gratitude,3,0.95
728,A sudden feeling of gratitude filled their heart.,gratitude,3,0.95
729,That experience left them with lasting sad.,sadness,1,0.95
730,They experienced expressed regret in a quiet moment.,regret,2,0.95
731,That experience left them with lasting calmness.,inner_peace,3,0.95
732,That experience left them with lasting social isolation.,loneliness,2,0.85
735,It was a moment marked by social isolation.,loneliness,2,0.95
736,The situation brought out deep sense of awe.,awe,3,0.95
739,You could sense the expressed sadness in their voice.,sadness,1,0.95
741,There was a clear sense of sadness throughout the day.,sadness,1,0.95
743,They experienced human connection in a quiet moment.,inner_peace,3,0.85
744,The situation brought out deep lonely.,loneliness,2,0.95
748,The situation brought out deep remorse.,regret,2,0.95
749,Everyone noticed the remorse in that moment.,regret,2,0.95
750,It reflected a genuine feeling of panic.,fear,1,0.95
751,There was a clear sense of sad throughout the day.,sadness,1,0.95
753,They experienced remorse in a quiet moment.,regret,2,0.95
754,It was a moment marked by connectedness.,inner_peace,3,0.95
755,That experience left them with lasting sadness.,sadness,1,0.95
756,A sudden feeling of expressed regret filled their heart.,regret,2,0.95
757,It reflected a genuine feeling of expressed fear.,fear,1,0.95
758,A sudden feeling of celebration filled their heart.,joy,1,0.95
759,The situation brought out deep regret.,regret,2,0.95
760,It reflected a genuine feeling of terrified.,fear,1,0.95
763,A sudden feeling of anger filled their heart.,anger,1,0.98
765,They experienced sad in a quiet moment.,sadness,1,0.95
766,There was a clear sense of peace of mind throughout the day.,inner_peace,3,0.95
767,A sudden feeling of inner peace filled their heart.,inner_peace,3,0.98
769,The situation brought out deep hopeful.,hope,2,0.95
770,They experienced celebration in a quiet moment.,joy,1,0.95
771,The situation brought out deep sadness.,sadness,1,0.95
772,It was a moment marked by regret.,regret,2,0.95
774,Everyone noticed the grief in that moment.,sadness,1,0.95
775,That experience left them with lasting acceptance.,inner_peace,3,0.85
776,Everyone noticed the sense of awe in that moment.,awe,3,1.0
777,Everyone noticed the angry in that moment.,anger,1,0.95
778,That experience left them with lasting sign of hope.,hope,2,0.95
779,That experience left them with lasting awe.,awe,3,0.95
780,You could sense the loneliness in their voice.,loneliness,2,0.95
782,It was a moment marked by happiness.,joy,1,0.95
783,A sudden feeling of sign of hope filled their heart.,hope,2,0.95
785,That experience left them with lasting letting go.,sadness,1,0.95
786,It was a moment marked by wonder.,awe,3,0.95
787,That experience left them with lasting deeply moved.,sadness,1,0.95
788,It reflected a genuine feeling of happiness.,joy,1,0.95
789,That experience left them with lasting delight.,joy,1,0.95
790,It reflected a genuine feeling of expressed joy.,joy,1,0.95
793,You could sense the remorse in their voice.,regret,2,0.95
794,Everyone noticed the grateful in that moment.,gratitude,3,0.95
795,That experience left them with lasting compassion.,compassion,3,0.95
796,Everyone noticed the afraid in that moment.,fear,1,0.95
798,The situation brought out deep acceptance.,inner_peace,3,0.95
799,It reflected a genuine feeling of regret.,regret,2,0.95
800,It was a moment marked by angry.,anger,1,0.95
802,The situation brought out deep compassion.,compassion,3,0.95
803,It was a moment marked by awe.,awe,3,0.95
804,A sudden feeling of sense of awe filled their heart.,awe,3,0.95
808,They experienced expressed gratitude in a quiet moment.,gratitude,3,0.95
809,That experience left them with lasting thankful.,gratitude,3,0.95
810,It reflected a genuine feeling of acceptance.,inner_peace,3,0.95
812,It reflected a genuine feeling of expressed fear.,fear,1,0.95
813,It reflected a genuine feeling of expressed gratitude.,gratitude,3,0.95
815,The situation brought out deep sign of hope.,hope,2,0.95
816,There was a clear sense of expressed anger throughout the day.,anger,1,0.95
817,It reflected a genuine feeling of compassionate.,compassion,3,0.95
819,Everyone noticed the letting go in that moment.,sadness,1,0.95
821,It reflected a genuine feeling of expressed anger.,anger,1,0.95
822,You could sense the grief in their voice.,sadness,1,0.95
823,A sudden feeling of regret filled their heart.,regret,2,0.95
824,The situation brought out deep isolation.,loneliness,2,0.95
825,There was a clear sense of afraid throughout the day.,fear,1,0.95
826,It was a moment marked by hopeful.,hope,2,0.95
827,That experience left them with lasting expressed regret.,regret,2,0.95
828,The situation brought out deep sadness.,sadness,1,0.95
830,It was a moment marked by wonder.,awe,3,0.95
831,Everyone noticed the sense of awe in that moment.,awe,3,0.95
832,A sudden feeling of sympathy filled their heart.,empathy,2,0.95
833,It reflected a genuine feeling of wonder.,awe,3,0.95
834,Everyone noticed the expressed fear in that moment.,fear,1,0.95
836,A sudden feeling of panic filled their heart.,fear,1,0.95
837,It was a moment marked by gratitude.,gratitude,3,0.95
838,You could sense the public anger in their voice.,anger,1,0.95
839,There was a clear sense of happiness throughout the day.,joy,1,0.95
840,A sudden feeling of terrified filled their heart.,fear,1,0.95
841,It reflected a genuine feeling of loneliness.,loneliness,2,0.95
842,The situation brought out deep furious.,anger,1,0.95
843,The situation brought out deep grateful.,gratitude,3,0.85
844,It reflected a genuine feeling of sense of awe.,awe,3,0.95
845,Everyone noticed the regret in that moment.,regret,2,0.95
846,Everyone noticed the felt regret in that moment.,regret,2,0.95
847,It reflected a genuine feeling of panic.,fear,1,0.95
848,A sudden feeling of terrified filled their heart.,fear,1,0.98
849,There was a clear sense of isolation throughout the day.,loneliness,2,0.95
850,Everyone noticed the anger in that moment.,anger,1,0.95
851,A sudden feeling of expressed hope filled their heart.,hope,2,0.95
852,The situation brought out deep mercy.,compassion,3,0.95
853,There was a clear sense of happiness throughout the day.,joy,1,0.98
854,You could sense the furious in their voice.,anger,1,0.95
859,It was a moment marked by hope.,hope,2,0.95
860,You could sense the felt regret in their voice.,regret,2,0.95
863,There was a clear sense of expressed regret throughout the day.,regret,2,0.95
864,It reflected a genuine feeling of gratitude.,gratitude,3,0.95
866,The situation brought out deep sense of awe.,awe,3,0.95
868,A sudden feeling of regret filled their heart.,regret,2,0.95
869,A sudden feeling of outrage filled their heart.,anger,1,0.95
870,A sudden feeling of thankful filled their heart.,gratitude,3,0.95
872,It was a moment marked by isolation.,loneliness,2,0.95
873,You could sense the awe in their voice.,awe,3,0.95
874,A sudden feeling of sense of awe filled their heart.,awe,3,0.98
875,You could sense the inner peace in their voice.,inner_peace,3,0.95
877,Everyone noticed the sense of awe in that moment.,awe,3,1.0
879,There was a clear sense of hope throughout the day.,hope,2,0.95
880,Everyone noticed the expressed joy in that moment.,joy,1,0.95
881,They experienced isolation in a quiet moment.,loneliness,2,0.95
882,You could sense the hopeful in their voice.,hope,2,0.95
883,Everyone noticed the expressed gratitude in that moment.,gratitude,3,0.95
884,It reflected a genuine feeling of empathy.,empathy,2,0.95
885,A sudden feeling of delight filled their heart.,joy,1,0.95
886,There was a clear sense of deeply moved throughout the day.,sadness,1,0.95
887,There was a clear sense of thankful throughout the day.,gratitude,3,0.95
888,The situation brought out deep joy.,joy,1,0.98
889,That experience left them with lasting gratitude.,gratitude,3,0.95
890,You could sense the letting go in their voice.,sadness,1,0.85
891,It reflected a genuine feeling of remorse.,regret,2,0.95
893,They experienced expressed joy in a quiet moment.,joy,1,0.95
894,It reflected a genuine feeling of expressed fear.,fear,1,0.95
895,Everyone noticed the expressed gratitude in that moment.,gratitude,3,0.95
896,They experienced wonder in a quiet moment.,awe,3,0.95
897,It reflected a genuine feeling of expressed anger.,anger,1,0.95
898,There was a clear sense of grateful throughout the day.,gratitude,3,0.95
900,They experienced gratitude in a quiet moment.,gratitude,3,0.95
901,The situation brought out deep grief.,sadness,1,0.95
903,A sudden feeling of felt regret filled their heart.,regret,2,0.95
904,Everyone noticed the peace of mind in that moment.,inner_peace,3,0.95
905,It reflected a genuine feeling of public anger.,anger,1,0.95
906,It reflected a genuine feeling of public anger.,anger,1,0.95
907,A sudden feeling of deeply moved filled their heart.,awe,3,0.95
909,It was a moment marked by expressed hope.,hope,2,0.95
910,It was a moment marked by grateful.,gratitude,3,0.95
912,That experience left them with lasting furious.,anger,1,0.95
913,There was a clear sense of felt regret throughout the day.,regret,2,0.95
914,The situation brought out deep hopeful.,hope,2,0.95
915,That experience left them with lasting mercy.,compassion,3,0.95
918,A sudden feeling of expressed regret filled their heart.,regret,2,0.95
919,There was a clear sense of sad throughout the day.,sadness,1,0.95
921,You could sense the sympathy in their voice.,empathy,2,0.95
922,There was a clear sense of anger throughout the day.,anger,1,0.95
923,It reflected a genuine feeling of public anger.,anger,1,0.95
925,Everyone noticed the expressed joy in that moment.,joy,1,0.95
926,It was a moment marked by social isolation.,loneliness,2,0.95
927,You could sense the happiness in their voice.,joy,1,0.95
928,The situation brought out deep felt sympathy.,empathy,2,0.95
929,Everyone noticed the expressed fear in that moment.,fear,1,0.95
930,That experience left them with lasting furious.,anger,1,0.85
931,You could sense the delight in their voice.,joy,1,0.95
932,There was a clear sense of empathy throughout the day.,empathy,2,0.95
933,They experienced thankful in a quiet moment.,gratitude,3,0.95
934,It reflected a genuine feeling of afraid.,fear,1,0.95
936,It reflected a genuine feeling of angry.,anger,1,0.95
939,You could sense the hopeful in their voice.,hope,2,0.95
940,It reflected a genuine feeling of lonely.,loneliness,2,0.95
941,You could sense the delight in their voice.,joy,1,0.95
943,Everyone noticed the mourning in that moment.,sadness,1,0.95
944,They experienced expressed joy in a quiet moment.,joy,1,0.95
945,The situation brought out deep social isolation.,loneliness,2,0.95
946,It reflected a genuine feeling of expressed hope.,hope,2,0.95
949,They experienced afraid in a quiet moment.,fear,1,0.95
950,They experienced heartbroken in a quiet moment.,sadness,1,0.95
951,There was a clear sense of lonely throughout the day.,loneliness,2,0.95
952,It reflected a genuine feeling of isolation.,loneliness,2,0.95
953,That experience left them with lasting sad.,sadness,1,0.95
954,The situation brought out deep loneliness.,loneliness,2,0.95
955,You could sense the delight in their voice.,joy,1,0.95
956,It reflected a genuine feeling of social isolation.,loneliness,2,0.95
959,That experience left them with lasting expressed regret.,regret,2,0.95
960,That experience left them with lasting lonely.,loneliness,2,0.95
961,The situation brought out deep peace of mind.,inner_peace,3,0.95
962,Everyone noticed the peace of mind in that moment.,inner_peace,3,0.95
966,The situation brought out deep happy.,joy,1,0.95
967,A sudden feeling of hope filled their heart.,hope,2,0.95
968,There was a clear sense of expressed regret throughout the day.,regret,2,0.95
969,Everyone noticed the lonely in that moment.,loneliness,2,0.95
970,It reflected a genuine feeling of loneliness.,loneliness,2,0.95
971,That experience left them with lasting mercy.,compassion,3,0.95
972,There was a clear sense of sadness throughout the day.,sadness,1,0.99
973,It was a moment marked by inner peace.,inner_peace,3,0.95
974,They experienced sadness in a quiet moment.,sadness,1,0.95
975,You could sense the social isolation in their voice.,loneliness,2,0.85
976,It was a moment marked by felt sympathy.,empathy,2,0.95
977,A sudden feeling of heartbroken filled their heart.,sadness,1,0.95
978,You could sense the social isolation in their voice.,loneliness,2,0.95
979,You could sense the happiness in their voice.,joy,1,0.85
982,It reflected a genuine feeling of felt sympathy.,empathy,2,0.95
984,It reflected a genuine feeling of heartbroken.,sadness,1,0.95
985,There was a clear sense of grief throughout the day.,sadness,1,0.95
986,There was a clear sense of expressed gratitude throughout the day.,gratitude,3,1.0
987,That experience left them with lasting hopeful.,hope,2,0.95
988,You could sense the lonely in their voice.,loneliness,2,0.95
989,It reflected a genuine feeling of expressed anger.,anger,1,0.95
990,You could sense the gratitude in their voice.,gratitude,3,0.95
991,Everyone noticed the peace of mind in that moment.,inner_peace,3,0.95
992,There was a clear sense of awe throughout the day.,awe,3,0.95
993,Everyone noticed the thankful in that moment.,gratitude,3,0.95
994,There was a clear sense of thankful throughout the day.,gratitude,3,0.95
995,You could sense the compassionate in their voice.,compassion,3,0.95
996,That experience left them with lasting regret.,regret,2,0.95
997,They experienced angry in a quiet moment.,anger,1,0.95
999,They experienced social isolation in a quiet moment.,loneliness,2,0.95
1000,That experience left them with lasting sign of hope.,hope,2,0.95
1001,Everyone noticed the thankful in that moment.,gratitude,3,0.95
1002,The situation brought out deep peace of mind.,inner_peace,3,0.95
1003,Everyone noticed the heartbroken in that moment.,sadness,1,0.95
1004,It was a moment marked by furious.,anger,1,0.95
1005,That experience left them with lasting delight.,joy,1,0.95
1006,Everyone noticed the inner peace in that moment.,inner_peace,3,0.95
1007,The situation brought out deep regret.,regret,2,0.95
1009,That experience left them with lasting peace of mind.,inner_peace,3,0.95
1012,A sudden feeling of acceptance filled their heart.,inner_peace,3,0.95
1014,That experience left them with lasting human connection.,gratitude,3,0.95
1016,It reflected a genuine feeling of human connection.,joy,1,0.85
1018,The situation brought out deep felt regret.,regret,2,0.95
1019,A sudden feeling of afraid filled their heart.,fear,1,0.95
1020,A sudden feeling of deeply moved filled their heart.,awe,3,0.95
1022,It reflected a genuine feeling of grief.,sadness,1,0.95
1023,It was a moment marked by remorse.,regret,2,0.95
1024,It reflected a genuine feeling of human connection.,joy,1,0.85
1025,That experience left them with lasting fear.,fear,1,0.95
1026,That experience left them with lasting deeply moved.,sadness,1,0.95
1029,They experienced expressed gratitude in a quiet moment.,gratitude,3,0.95
1030,It reflected a genuine feeling of angry.,anger,1,0.95
1031,There was a clear sense of remorse throughout the day.,regret,2,0.95
1032,The situation brought out deep expressed regret.,regret,2,0.95
1033,It was a moment marked by sign of hope.,hope,2,0.95
1034,Everyone noticed the fear in that moment.,fear,1,0.95
1035,Everyone noticed the furious in that moment.,anger,1,0.95
1036,That experience left them with lasting wonder.,awe,3,0.95
1037,The situation brought out deep wonder.,awe,3,0.95
1039,It reflected a genuine feeling of loneliness.,loneliness,2,0.95
1040,They experienced empathy in a quiet moment.,empathy,2,0.95
1043,There was a clear sense of expressed gratitude throughout the day.,gratitude,3,0.95
1044,That experience left them with lasting grief.,sadness,1,0.95
1045,Everyone noticed the social isolation in that moment.,sadness,1,0.95
1046,You could sense the furious in their voice.,anger,1,0.95
1049,It reflected a genuine feeling of anger.,anger,1,0.95
1050,Everyone noticed the outrage in that moment.,anger,1,0.85
1051,You could sense the thankful in their voice.,gratitude,3,0.95
1052,You could sense the expressed gratitude in their voice.,gratitude,3,0.95
1053,Everyone noticed the expressed fear in that moment.,fear,1,0.95
1054,Everyone noticed the terrified in that moment.,fear,1,0.95
1055,There was a clear sense of regret throughout the day.,regret,2,0.95
1057,That experience left them with lasting expressed hope.,hope,2,0.95
1058,The situation brought out deep hope.,hope,2,0.95
1059,Everyone noticed the mourning in that moment.,sadness,1,0.95
1060,A sudden feeling of furious filled their heart.,anger,1,0.95
1061,It reflected a genuine feeling of hope.,hope,2,0.95
1062,It was a moment marked by remorse.,regret,2,0.95
1063,It reflected a genuine feeling of loneliness.,loneliness,2,0.95
1064,The situation brought out deep afraid.,fear,1,0.85
1066,You could sense the compassionate in their voice.,compassion,3,0.95
1069,There was a clear sense of thankful throughout the day.,gratitude,3,0.95
1070,There was a clear sense of terrified throughout the day.,fear,1,0.95
1071,They experienced letting go in a quiet moment.,inner_peace,3,0.95
1072,A sudden feeling of remorse filled their heart.,regret,2,0.95
1073,You could sense the happy in their voice.,joy,1,0.95
1074,A sudden feeling of felt regret filled their heart.,regret,2,0.95
1077,The situation brought out deep hopeful.,hope,2,0.95
1079,It was a moment marked by hopeful.,hope,2,0.95
1080,You could sense the joy in their voice.,joy,1,0.95
1081,A sudden feeling of felt sympathy filled their heart.,empathy,2,0.95
1082,There was a clear sense of deeply moved throughout the day.,sadness,1,0.95
1083,The situation brought out deep felt regret.,regret,2,0.95
1084,It was a moment marked by anger.,anger,1,0.95
1085,It was a moment marked by panic.,fear,1,0.95
1086,They experienced calmness in a quiet moment.,inner_peace,3,0.95
1087,Everyone noticed the thankful in that moment.,gratitude,3,0.95
1088,It reflected a genuine feeling of public anger.,anger,1,0.95
1089,It was a moment marked by deeply moved.,sadness,1,0.95
1091,You could sense the expressed gratitude in their voice.,gratitude,3,0.95
1092,The situation brought out deep empathy.,empathy,2,0.95
1093,There was a clear sense of hope throughout the day.,hope,2,0.95
1095,They experienced thankful in a quiet moment.,gratitude,3,0.95
1096,It was a moment marked by expressed regret.,regret,2,0.95
1097,Everyone noticed the celebration in that moment.,joy,1,0.95
1098,They experienced empathy in a quiet moment.,empathy,2,0.95
1099,They experienced angry in a quiet moment.,anger,1,0.95
1100,There was a clear sense of panic throughout the day.,fear,1,0.95
1101,They experienced isolation in a quiet moment.,loneliness,2,0.95
1103,It was a moment marked by gratitude.,gratitude,3,1.0
1104,The situation brought out deep letting go.,sadness,1,0.95
1105,They experienced sadness in a quiet moment.,sadness,1,0.95
1106,That experience left them with lasting furious.,anger,1,0.95
1107,They experienced sense of awe in a quiet moment.,awe,3,0.95
1108,They experienced furious in a quiet moment.,anger,1,0.95
1109,The situation brought out deep deeply moved.,sadness,1,0.85
1110,You could sense the remorse in their voice.,regret,2,0.95
1112,You could sense the delight in their voice.,joy,1,0.85
1116,There was a clear sense of expressed hope throughout the day.,hope,2,0.95
1117,That experience left them with lasting human connection.,gratitude,3,0.95
1118,The situation brought out deep remorse.,regret,2,0.95
1119,You could sense the happiness in their voice.,joy,1,0.85
1120,You could sense the grateful in their voice.,gratitude,3,0.95
1121,They experienced joy in a quiet moment.,joy,1,0.95
1122,It reflected a genuine feeling of compassionate.,compassion,3,0.95
1124,They experienced lonely in a quiet moment.,loneliness,2,0.95
1126,They experienced felt regret in a quiet moment.,regret,2,0.95
1127,You could sense the expressed gratitude in their voice.,gratitude,3,0.95
1128,A sudden feeling of expressed joy filled their heart.,joy,1,0.95
1129,They experienced happy in a quiet moment.,joy,1,0.95
1130,A sudden feeling of isolation filled their heart.,loneliness,2,0.95
1133,Everyone noticed the mourning in that moment.,sadness,1,0.95
1135,It reflected a genuine feeling of outrage.,anger,1,0.95
1136,They experienced hope in a quiet moment.,hope,2,0.95
1137,It reflected a genuine feeling of expressed regret.,regret,2,0.95
1139,It was a moment marked by hopeful.,hope,2,0.95
1140,There was a clear sense of grateful throughout the day.,gratitude,3,0.95
1142,Everyone noticed the expressed hope in that moment.,hope,2,0.95
1143,The situation brought out deep sense of awe.,awe,3,0.95
1144,There was a clear sense of letting go throughout the day.,inner_peace,3,0.95
1146,That experience left them with lasting frightened.,fear,1,0.95
1147,It was a moment marked by acceptance.,inner_peace,3,0.95
1148,It reflected a genuine feeling of grateful.,gratitude,3,0.95
1149,It was a moment marked by outrage.,anger,1,0.95
1150,You could sense the heartbroken in their voice.,sadness,1,0.95
1151,That experience left them with lasting connectedness.,inner_peace,3,0.85
1154,You could sense the wonder in their voice.,awe,3,0.95
1155,That experience left them with lasting compassion.,compassion,3,0.95
1156,Everyone noticed the remorse in that moment.,regret,2,0.95
1158,It reflected a genuine feeling of sign of hope.,hope,2,0.95
1159,It reflected a genuine feeling of compassionate.,compassion,3,0.95
1160,It reflected a genuine feeling of sad.,sadness,1,0.95
1161,It was a moment marked by compassion.,compassion,3,0.95
1163,That experience left them with lasting empathy.,empathy,2,0.95
1165,It reflected a genuine feeling of inner peace.,inner_peace,3,0.98
1167,They experienced anger in a quiet moment.,anger,1,0.95
1168,There was a clear sense of grief throughout the day.,sadness,1,0.98
1169,That experience left them with lasting happy.,joy,1,0.95
1170,The situation brought out deep terrified.,fear,1,0.95
1171,That experience left them with lasting isolation.,loneliness,2,0.95
1172,It was a moment marked by expressed sadness.,sadness,1,0.95
1173,Everyone noticed the loneliness in that moment.,loneliness,2,0.95
1174,You could sense the awe in their voice.,awe,3,0.95
1176,A sudden feeling of thankful filled their heart.,gratitude,3,0.95
1177,That experience left them with lasting expressed regret.,regret,2,0.95
1179,It was a moment marked by hope.,hope,2,0.95
1180,There was a clear sense of calmness throughout the day.,inner_peace,3,0.95
1181,There was a clear sense of frightened throughout the day.,fear,1,0.95
1182,You could sense the loneliness in their voice.,loneliness,2,0.95
1183,They experienced awe in a quiet moment.,awe,3,1.0
1184,You could sense the acceptance in their voice.,inner_peace,3,0.85
1185,A sudden feeling of isolation filled their heart.,loneliness,2,0.95
1186,A sudden feeling of acceptance filled their heart.,inner_peace,3,0.95
1187,The situation brought out deep sense of awe.,awe,3,0.95
1188,You could sense the outrage in their voice.,anger,1,0.85
1189,A sudden feeling of sign of hope filled their heart.,hope,2,0.95
1190,It was a moment marked by expressed joy.,joy,1,0.95
1191,Everyone noticed the loneliness in that moment.,loneliness,2,0.95
1193,A sudden feeling of grief filled their heart.,sadness,1,0.95
1194,You could sense the panic in their voice.,fear,1,0.95
1195,The situation brought out deep celebration.,joy,1,0.95
1196,That experience left them with lasting expressed anger.,anger,1,0.95
1197,Everyone noticed the gratitude in that moment.,gratitude,3,0.95
1198,It was a moment marked by hopeful.,hope,2,0.95
1199,There was a clear sense of fear throughout the day.,fear,1,0.95
